uniprot_id,protein_name,organism,classification,n_entries,pdb_codes
P9WN93,Fumarate hydratase class II,Mycobacterium tuberculosis CDC1551,LYASE/LYASE INHIBITOR,4,"5f91,6s43,6s7z,6s88"
Q8NBP7,Proprotein convertase subtilisin/kexin type 9,Homo sapiens,HYDROLASE/HYDROLASE INHIBITOR,4,"4nmx,5vlk,5vll,6u26"
P0ABQ4,DIHYDROFOLATE REDUCTASE,Escherichia coli,OXIDOREDUCTASE,4,"1dhi,1dhj,2d0k,2drc"
P23007,CITRATE SYNTHASE,Gallus gallus,LYASE(OXO-ACID),4,"1csh,1csi,1csr,1css"
Q64610,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,Rattus norvegicus,HYDROLASE,4,"5lqq,5m0d,5m0m,5m0s"
P56524,HISTONE DEACETYLASE 4,Homo sapiens,HYDROLASE,4,"2vqj,2vqm,5zoo,6fyz"
P13482,PERIPLASMIC TREHALASE,Escherichia coli K-12,HYDROLASE,4,"2jf4,2jg0,2jjb,2wyn"
P13631,RETINOIC ACID RECEPTOR GAMMA-1,Homo sapiens,GENE REGULATION,4,"1fcx,1fcy,1fcz,1fd0"
Q8K4V4,Sorting nexin-27,Rattus norvegicus,PROTEIN TRANSPORT,4,"5elq,5em9,5ema,5emb"
Q09472,Histone acetyltransferase p300,Homo sapiens,TRANSFERASE,4,"5kj2,5lpk,5lpm,5nu5"
Q5HGZ3,Peptide deformylase,Staphylococcus aureus subsp. aureus COL,HYDROLASE/HYDROLASE INHIBITOR,4,"3u7k,3u7l,3u7m,3u7n"
P07445,STEROID DELTA-ISOMERASE,Pseudomonas putida,ISOMERASE,4,"1ogx,1w6y,5ai1,5g2g"
Q8IL11,M17 leucyl aminopeptidase,Plasmodium falciparum 3D7,HYDROLASE,4,"3kr4,3t8w,4k3n,4r76"
P93836,4-hydroxyphenylpyruvate dioxygenase,Arabidopsis thaliana,OXIDOREDUCTASE,4,"1tfz,1tg5,5yy6,6isd"
P97287,FUSION PROTEIN CONSISTING OF INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL-1 HOMOLOG,Mus musculus,APOPTOSIS,4,"4bpi,4bpj,5ku9,5mes"
Q48255,3-DEHYDROQUINATE DEHYDRATASE,Helicobacter pylori,LYASE,4,"2xd9,2xda,4b6r,4b6s"
P52699,BETA-LACTAMASE IMP-1,Serratia marcescens,HYDROLASE,4,"2doo,4c1g,5ev8,5hh4"
Q0TR53,HYALURONIDASE,Clostridium perfringens,HYDROLASE,4,"2cbj,2j62,2wb5,2xpk"
P51812,Ribosomal protein S6 kinase alpha-3,Homo sapiens,TRANSFERASE/TRANSFERASE INHIBITOR,4,"4nus,4nw5,4nw6,5d9l"
P07949,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE RECEPTOR RET PRECURSOR,Homo sapiens,TRANSFERASE,4,"2ivu,2x2l,2x2m,4cki"
Q6DHI5,"NAD-DEPENDENT PROTEIN DEACYLASE SIRTUIN-5, MITOCHONDRIAL",Danio rerio,HYDROLASE,4,"4utv,6enx,6eo0,6flg"
P19492,Glutamate receptor 3,Rattus norvegicus,SIGNALING PROTEIN,4,"3dln,3dp4,3rt8,4f39"
P21675,Transcription initiation factor TFIID subunit 1,Homo sapiens,PROTEIN BINDING/INHIBITOR,4,"5i1q,5i29,5mg2,6bqd"
P50135,Histamine N-Methyltransferase,Homo sapiens,TRANSFERASE,4,"1jqd,1jqe,2aou,2aov"
P05050,Alpha-ketoglutarate-dependent dioxygenase AlkB,Escherichia coli K-12,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR,4,"3t3y,3t4h,3t4v,4rfr"
Q04771,Activin receptor type-1,Homo sapiens,SIGNALING PROTEIN,4,"5oxg,6gi6,6gin,6gip"
P50097,Inosine-5'-monophosphate dehydrogenase,Tritrichomonas suis,OXIDOREDUCTASE,4,"1lrt,1me7,1me8,1pvn"
P97612,FATTY-ACID AMIDE HYDROLASE 1,Rattus norvegicus,HYDROLASE,4,"2wj1,3ppm,3qj9,3qk5"
Q57ZL6,Inosine-adenosine-guanosine-nucleoside hydrolase,Trypanosoma brucei brucei TREU927,HYDROLASE/HYDROLASE INHIBITOR,4,"4i71,4i72,4i73,4i74"
Q07869,PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR ALPHA,Homo sapiens,TRANSCRIPTION,4,"1i7g,3fei,3g8i,3kdu"
P45568,1-deoxy-D-xylulose 5-phosphate reductoisomerase,Escherichia coli,OXIDOREDUCTASE,4,"1onp,1t1r,1t1s,3r0i"
Q96PN6,Adenylate cyclase type 10,Homo sapiens,LYASE,4,"4oya,4oyb,5d0r,5iv4"
A0A024E3Q2,Neuraminidase,Influenza A virus,HYDROLASE,4,"4mwq,4mwr,4mwu,4mwv"
P02768,SERUM ALBUMIN,Homo sapiens,TRANSPORT PROTEIN,4,"1gni,1h9z,1ha2,1hk4"
Q9NYY3,Serine/threonine-protein kinase PLK2,Homo sapiens,TRANSFERASE/TRANSFERASE INHIBITOR,4,"4i5m,4i5p,4i6b,4i6h"
P01116,GTPase KRas,Homo sapiens,ONCOPROTEIN,4,"6fa3,6fa4,6gj7,6gj8"
O15496,GROUP 10 SECRETORY PHOSPHOLIPASE A2,Homo sapiens,HYDROLASE,4,"5g3m,5ow8,5owc,6g5j"
P00735,EPSILON-THROMBIN,Bos taurus,HYDROLASE/HYDROLASE inhibitor,4,"1ets,1ett,1uvt,3pma"
P00727,LEUCINE AMINOPEPTIDASE,Bos taurus,HYDROLASE (ALPHA-AMINOACYLPEPTIDE),4,"1lan,1lcp,2ewb,2j9a"
S8G8I1,Prolyl-tRNA synthetase (ProRS),Toxoplasma gondii ME49,LIGASE,4,"5xig,5xih,5xii,5xij"
C3W5S3,Neuraminidase,Influenza A virus (A/California/04/2009(H1N1)),HYDROLASE/HYDROLASE INHIBITOR,4,"3ti3,3ti4,3ti5,3ti6"
S6B291,cetuximab Fab heavy chain,Mus musculus,IMMUNE SYSTEM,4,"6au5,6axp,6ayn,6azk"
C1KIK8,NS3 protease,Hepacivirus hominis,HYDROLASE/HYDROLASE INHIBITOR,4,"5epn,5epy,5eqq,5etx"
C1JZ07,Surface (S-) layer glycoprotein,Paenibacillus alvei,SUGAR BINDING PROTEIN,4,"6cwf,6cwh,6cwi,6cwn"
Q9UGN5,Poly [ADP-ribose] polymerase 2,Homo sapiens,TRANSFERASE,4,"3kjd,4tvj,4zzx,4zzy"
O35820,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,Rattus norvegicus,HYDROLASE,4,"4kxl,4kxm,4kxn,4p5d"
Q9UIF8,Bromodomain adjacent to zinc finger domain protein 2B,Homo sapiens,TRANSCRIPTION,4,"4ir5,4ir6,4rvr,4xub"
Q9Y6M4,Casein kinase I isoform gamma-3,Homo sapiens,transferase/transferase inhibitor,4,"4g16,4g17,4hgl,4hgs"
P00437,"PROTOCATECHUATE 3,4-DIOXYGENASE",Pseudomonas putida,DIOXYGENASE,4,"3pcf,3pch,3pcj,3pck"
A0A1G4H5I1,Serine hydroxymethyltransferase,Plasmodium vivax,TRANSFERASE/INHIBITOR,4,"5yfz,5yg2,5yg3,5yg4"
B0R5M0,VNG1446H,Halobacterium salinarum R1,FLAVOPROTEIN,4,"2cc7,2ccb,2ccc,2vx9"
Q9H9E1,Ankyrin repeat family A protein 2,Homo sapiens,PROTEIN BINDING,4,"3v2x,3v31,4lg6,4qqi"
Q9BYW2,Histone-lysine N-methyltransferase SETD2,Homo sapiens,TRANSFERASE,4,"4fmu,5lss,5lsy,5lt6"
Q9BZ95,Histone-lysine N-methyltransferase NSD3,Homo sapiens,TRANSFERASE/INHIBITOR,4,"6cen,6g2e,6g2f,6g2o"
A9XG43,3C proteinase,Enterovirus A71,HYDROLASE/HYDROLASE INHIBITOR,4,"5c1x,5c1y,5dp8,5dp9"
Q9GJ77,Major histocompatibility complex class I,Macaca mulatta,IMMUNE SYSTEM,4,"3rwc,3rwe,3rwg,3rwi"
O75385,Serine/threonine-protein kinase ULK1,Homo sapiens,TRANSFERASE/TRANSFERASE Inhibitor,4,"4wno,4wnp,5ci7,6qas"
O75460,Serine/threonine-protein kinase/endoribonuclease IRE1,Homo sapiens,TRANSFERASE/TRANSFERASE INHIBITOR,4,"4u6r,4yz9,4yzc,6hx1"
Q9JYV4,Aminopeptidase N,Neisseria meningitidis MC58,HYDROLASE,4,"4qhp,4qir,4qme,4quo"
O76083,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",Homo sapiens,HYDROLASE,4,"3jsw,3k3h,4e90,4g2j"
Q9NRG4,N-lysine methyltransferase SMYD2,Homo sapiens,TRANSFERASE,4,"3s7b,5arf,5arg,5kjk"
P01897,"H-2 class I histocompatibility antigen, L-D alpha chain",Mus musculus,IMMUNE SYSTEM,4,"2e7l,2oi9,3ery,3tjh"
G0R7E2,Epoxide hydrolase TrEH,Trichoderma reesei QM9414,HYDROLASE/INHIBITOR,4,"6n3k,6n3z,6n5f,6n5h"
G6TGY9,"DNA topoisomerase IV, B subunit",Streptococcus pneumoniae GA47373,ISOMERASE/ISOMERASE INHIBITOR,4,"4em7,4emv,4mb9,4mbc"
Q9NYL2,Mitogen-activated protein kinase kinase kinase MLT,Homo sapiens,TRANSFERASE,3,"5hes,5x5o,6jut"
I6L8L2,ACHBP,Capitella teleta,ACETYLCHOLINE-BINDING PROTEIN,3,"4afg,4afh,4b5d"
P0DOX5,"Fab 2g12, heavy chain",Homo sapiens,IMMUNE SYSTEM,3,"6msy,6mu3,6mub"
P26918,Beta-lactamase,Aeromonas hydrophila,HYDROLASE,3,"2gkl,3iof,3iog"
A9YN63,Neuraminidase,Influenza A virus (A/swine/Missouri/2124514/2006(H2N3)),HYDROLASE/HYDROLASE INHIBITOR,3,"4hzw,4hzx,4hzz"
P62157,CALMODULIN,Bos taurus,CALCIUM-BINDING PROTEIN,3,"1qiw,1xa5,3if7"
P10340,FLAVODOXIN,Synechococcus elongatus PCC 7942 = FACHB-805,ELECTRON TRANSPORT,3,"1czk,1czl,1czr"
Q9NR97,Toll-like receptor 8,Homo sapiens,IMMUNE SYSTEM,3,"4r07,5wyx,5wyz"
Q86W56,POLY(ADP-RIBOSE) GLYCOHYDROLASE,Homo sapiens,HYDROLASE,3,"4b1j,6o9x,6oa3"
Q8Q3H0,POL PROTEIN,Human immunodeficiency virus 1,HYDROLASE,3,"2cej,2cem,4a4q"
P62136,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,Homo sapiens,HYDROLASE,3,"3e7a,3e7b,6alz"
O43318,Mitogen-activated protein kinase kinase kinase 7/TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 chimera,Homo sapiens,TRANSFERASE/TRANSFERASE INHIBITOR,3,"4o91,5jga,5v5n"
P11172,Uridine 5'-monophosphate synthase,Homo sapiens,LYASE,3,"2qcn,3g3m,3mi2"
P0C6W3,3C-like proteinase,Tylonycteris bat coronavirus HKU4,Hydrolase/Hydrolase Inhibitor,3,"4yog,4yoi,4yoj"
B2ZB02,Tyrosinase,Priestia megaterium,OXIDOREDUCTASE,3,"5i3a,6ei4,6qxd"
P25098,Beta-adrenergic receptor kinase 1,Homo sapiens,SIGNALING PROTEIN/inhibitor,3,"4mk0,5ukl,5wg4"
P25043,Proteasome subunit beta type-2,Saccharomyces cerevisiae S288C,HYDROLASE/HYDROLASE Inhibitor,3,"4nnn,4qlq,4qvp"
Q9KVG7,Cyclic AMP-GMP synthase,Vibrio cholerae O1 biovar El Tor str. N16961,TRANSFERASE,3,"4u03,4u0m,4u0n"
P55263,Adenosine kinase,Homo sapiens,TRANSFERASE,3,"2i6a,2i6b,4o1l"
Q9NTG7,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial",Homo sapiens,HYDROLASE/HYDROLASE INHIBITOR,3,"4jsr,4jt8,4jt9"
P55144,Tyrosine-protein kinase receptor TYRO3,Mus musculus,Transferase/transferase inhibitor,3,"3qup,4feq,4ff8"
P11473,VITAMIN D NUCLEAR RECEPTOR,Homo sapiens,GENE REGULATION,3,"1db1,1ie9,1s19"
P55072,Transitional endoplasmic reticulum ATPase,Homo sapiens,TRANSPORT PROTEIN,3,"3hu3,3tiw,4ko8"
P55042,GTP-binding protein RAD,Homo sapiens,SIGNALING PROTEIN,3,"3q72,3q7p,3q7q"
P54764,Ephrin type-A receptor 4,Homo sapiens,TRANSFERASE/TRANSFERASE INHIBITOR,3,"4w4z,4w50,5jr2"
G0X8E8,Protease,Human immunodeficiency virus 1,HYDROLASE/INHIBITOR,3,"5ivt,5tyr,5tys"
Q8N5Z0,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",Homo sapiens,TRANSFERASE/TRANSFERASE INHIBITOR,3,"4ge4,4ge7,4ge9"
P63820,Phosphopantetheine adenylyltransferase,Staphylococcus aureus subsp. aureus MW2,Transferase/transferase inhibitor,3,"4nah,4nat,4nau"
P69327,GLUCOAMYLASE-471,Aspergillus awamori,HYDROLASE,3,"1agm,1gah,1gai"
P12493,Capsid protein p24,Human immunodeficiency virus type 1 (NEW YORK-5 ISOLATE),VIRAL PROTEIN,3,"4u0e,4u0f,4xrq"
O67648,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,Aquifex aeolicus,HYDROLASE,3,"2o3z,3p76,5dro"
P9WQA3,FRUCTOSE-BISPHOSPHATE ALDOLASE,Mycobacterium tuberculosis,LYASE,3,"4a22,4del,4lv4"
Q90JJ9,PROTEASE RETROPEPSIN,Human immunodeficiency virus 1,HYDROLASE,3,"2rkf,4m8x,4m8y"
Q9NQR1,N-lysine methyltransferase KMT5A,Homo sapiens,TRANSFERASE,3,"5t5g,5teg,5th7"
P0A731,METHYLGLYOXAL SYNTHASE,Escherichia coli,LYASE,3,"1egh,1ik4,1s89"
P9WNX1,Dihydrofolate reductase,Mycobacterium tuberculosis,OXIDOREDUCTASE,3,"4km0,4km2,4kne"
P0A786,ASPARTATE CARBAMOYLTRANSFERASE CATALYTIC CHAIN,Escherichia coli,TRANSFERASE,3,"1d09,1q95,2h3e"
Q9NPB1,"5'(3')-deoxyribonucleotidase, mitochondrial",Homo sapiens,HYDROLASE/HYDROLASE INHIBITOR,3,"4yik,6g2l,6g2m"
P9WNS5,Deoxyuridine 5'-triphosphate nucleotidohydrolase,Mycobacterium tuberculosis,HYDROLASE,3,"2py4,5ect,5edd"
O75173,A disintegrin and metalloproteinase with thrombospondin motifs 4,Homo sapiens,hydrolase/hydrolase inhibitor,3,"4wk7,4wke,4wki"
P9WNS1,1-DEOXY-D-XYLULOSE 5-PHOSPHATE REDUCTOISOMERASE,Mycobacterium tuberculosis H37Rv,OXIDOREDUCTASE,3,"3zhx,3zhz,3zi0"
P9WN39,GLUTAMINE SYNTHETASE 1,Mycobacterium tuberculosis H37Rv,LIGASE,3,"3zxr,3zxv,4acf"
A3FQ16,"CALMODULIN-DOMAIN PROTEIN KINASE 1, PUTATIVE",Cryptosporidium parvum Iowa II,TRANSFERASE,3,"2wei,3mwu,3ncg"
A3N294,"ABC-type Fe3+ transport system, periplasmic component",Actinobacillus pleuropneumoniae,TRANSPORT PROTEIN,3,"4r73,4r74,4r75"
A4TVL0,Cereblon isoform 4,Magnetospirillum gryphiswaldense MSR-1,SIGNALING PROTEIN,3,"6r1d,6r1k,6r1w"
O53623,Probable transcriptional regulatory protein,Mycobacterium tuberculosis H37Rv,DNA BINDING PROTEIN,3,"6hrw,6hrx,6hs0"
Q8WUI4,Histone deacetylase 7a,Homo sapiens,HYDROLASE,3,"3c10,3znr,3zns"
Q581W1,Pteridine reductase 1,Trypanosoma brucei,OXIDOREDUCTASE,3,"3jq7,3jq9,3jqb"
P9WHE9,"6,7-DIMETHYL-8-RIBITYLLUMAZINE SYNTHASE",Mycobacterium tuberculosis,TRANSFERASE,3,"2c92,2c94,2c97"
Q9GPQ4,INOSINE-ADENOSINE-GUANOSINE-PREFERRING NUCLEOSIDE HYDROLASE,Trypanosoma vivax,HYDROLASE,3,"1hp0,2ff1,2ff2"
O64094,AimR transcriptional regulator,Spbetavirus SPbeta,TRANSCRIPTION REGULATOR,3,"5y24,5zw6,6im4"
P9WFV1,LEUCYL-TRNA SYNTHETASE,Mycobacterium tuberculosis H37Rv,LIGASE,3,"5agr,5ags,5agt"
A5K8X6,"70 kDa peptidylprolyl isomerase, putative",Plasmodium vivax,ISOMERASE,3,"3ihz,4j4o,4mgv"
Q5A4W8,Bromodomain-containing factor 1,Candida albicans SC5314,TRANSCRIPTION,3,"5n16,5n17,5n18"
P93343,14-3-3-LIKE PROTEIN C,Nicotiana tabacum,PROTEIN BINDING,3,"1o9d,3e6y,5nwi"
O60502,Protein O-GlcNAcase,Homo sapiens,HYDROLASE,3,"5m7s,5m7u,5un9"
P83916,Chromobox protein homolog 1,Homo sapiens,CELL CYCLE,3,"3q6s,6d07,6d08"
P78417,Glutathione S-transferase omega-1,Homo sapiens,TRANSFERASE/TRANSFERASE INHIBITOR,3,"6pnm,6pnn,6pno"
Q9H7B4,Histone-lysine N-methyltransferase SMYD3,Homo sapiens,TRANSFERASE/TRANSFERASE Inhibitor,3,"5ccm,5hi7,5v37"
I7BFC3,HIV-1 protease PR-S17,Human immunodeficiency virus 1,"HYDROLASE, Viral Protein",3,"6o57,6o5a,6o5x"
P52045,Methylmalonyl-CoA decarboxylase,Escherichia coli K-12,LYASE,3,"6n95,6n96,6n97"
Q9U9J6,Pheromone-binding protein ASP1,Apis mellifera,Pheromone binding protein,3,"3cyz,3cz1,3d78"
P35120,Nopaline-binding periplasmic protein,Agrobacterium fabrum str. C58,TRANSPORT PROTEIN,3,"4pow,5itp,5ota"
D1AWE0,Extracellular solute-binding protein family 1,Streptobacillus moniliformis DSM 12112,SUGAR BINDING PROTEIN,3,"5gub,5gx6,5gx7"
P18654,Ribosomal protein S6 kinase alpha-3,Mus musculus,TRANSFERASE/TRANSFERASE INHIBITOR,3,"3ubd,4el9,4gue"
Q8I3X4,Uridine phosphorylase putative,Plasmodium falciparum 3D7,TRANSFERASE,3,"1nw4,1q1g,6aqs"
O14744,Protein arginine N-methyltransferase 5,Homo sapiens,TRANSFERASE/TRANSFERASE INHIBITOR,3,"5emj,5eml,5emm"
D6D1V7,GLYCOSYL HYDROLASE FAMILY 71,Bacteroides xylanisolvens XB1A,HYDROLASE,3,"4ad2,4v27,5lyr"
Q8GKX2,Class B metallo-beta-lactamase,Klebsiella pneumoniae,HYDROLASE,3,"5n55,5n58,5nai"
P37028,Vitamin B12-binding protein,Escherichia coli K-12,TRANSPORT PROTEIN,3,"5m29,5m34,5m3b"
P36969,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial",Homo sapiens,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR,3,"5h5q,5h5r,5h5s"
P36873,SERINE/THREONINE PROTEIN PHOSPHATASE PP1-GAMMA CATALYTIC SUBUNIT,Homo sapiens,HYDROLASE/TOXIN,3,"1jk7,1u32,2bcd"
P20231,Tryptase beta 2,Homo sapiens,HYDROLASE,3,"2za5,3v7t,4a6l"
P20248,CYCLIN A2,Homo sapiens,TRANSFERASE/TRANSFERASE INHIBITOR,3,"1h24,1okv,1okw"
Q9PTT3,Transthyretin,Sparus aurata,TRANSPORT PROTEIN,3,"6gnr,6gon,6goo"
D9IEF7,"Lysozyme,DCN1-like protein 1 fusion",Tequatrovirus T4,LIGASE,3,"6p5v,6p5w,6ps3"
Q9NZQ7,Programmed cell death 1 ligand 1,Homo sapiens,CELL CYCLE,3,"5n2f,5o45,5o4y"
P30656,Proteasome component PRE2,Saccharomyces cerevisiae,hydrolase/hydrolase inhibitor,3,"3nzw,4no1,4r02"
Q7KQK0,"CAMP-dependent protein kinase regulatory subunit, putative",Plasmodium falciparum 3D7,TRANSFERASE,3,"5k8s,5kbf,5t3n"
P29724,Membrane lipoprotein tmpC,Treponema pallidum,TRANSPORT PROTEIN,3,"2fqw,2fqx,2fqy"
O00481,Butyrophilin subfamily 3 member A1,Homo sapiens,SIGNALING PROTEIN,3,"4k55,4n7u,5zxk"
P22262,Listeriolysin regulatory protein,Listeria monocytogenes EGD-e,DNA BINDING PROTEIN,3,"5f1r,6ev0,6exm"
Q7SID3,Cobalt-containing nitrile hydratase subunit beta,Pseudonocardia thermophila,LYASE,3,"4ob0,4ob1,4ob2"
P22455,Fibroblast growth factor receptor 4,Homo sapiens,Transferase/transferase inhibitor,3,"4qqc,4r6v,4uxq"
P22498,BETA-GALACTOSIDASE,Saccharolobus solfataricus,HYDROLASE,3,"1uwt,1uwu,2ceq"
P31751,RAC-BETA SERINE/THREONINE-PROTEIN KINASE,Homo sapiens,TRANSFERASE,3,"2jdo,2x39,3d0e"
E8NLP5,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,Salmonella enterica subsp. enterica serovar Choleraesuis str. SCSA50,hydrolase/hydrolase inhibitor,3,"4f2w,4f3c,4f3k"
E9P5T5,Glutamate receptor 1,Adineta vaga,MEMBRANE PROTEIN,3,"4io2,4io3,4io5"
Q7ZCI0,Protease,Human immunodeficiency virus 1,HYDROLASE/HYDROLASE INHIBITOR,3,"6dh0,6dh1,6dh2"
Q9NZD2,Glycolipid transfer protein,Homo sapiens,LIPID TRANSPORT,3,"2euk,2eum,2evl"
F2WR52,Integrase,Human immunodeficiency virus 1,VIRAL PROTEIN,3,"6eb1,6eb2,6ncj"
Q8IDJ8,Lysine--tRNA ligase,Plasmodium falciparum 3D7,TRANSFERASE,3,"6agt,6hcu,6hcv"
Q6YMS4,Genome polyprotein,dengue virus type 3,TRANSFERASE/INHIBITOR,3,"5hmy,5jjr,5jjs"
D0VWX8,ArtJ,Geobacillus stearothermophilus,TRANSPORT PROTEIN,3,"2pvu,2q2a,2q2c"
Q9R0G6,Cartilage Oligomerization matrix protein (coiled-coil domain),Mus musculus,PROTEIN BINDING,3,"3v2n,3v2p,3v2q"
P51531,Probable global transcription activator SNF2L2,Homo sapiens,GENE REGULATION,3,"6hax,6hay,6haz"
B9A5C1,Protease,Human adenovirus D8,Hydrolase/Hydrolase inhibitor,3,"4piq,4pis,4wx4"
Q8KRS7,Albicidin resistance protein,Klebsiella oxytoca,albicidin binding protein,3,"6et8,6h96,6hai"
Q9RZM4,Poly ADP-ribose glycohydrolase,Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539,HYDROLASE,3,"5zdb,5zdc,5zdf"
Q9HXM1,Acetoin utilization protein,Pseudomonas aeruginosa,SIGNALING PROTEIN,3,"5g10,5g11,5li3"
P50053,Ketohexokinase,Homo sapiens,TRANSFERASE/TRANSFERASE INHIBITOR,3,"3nc9,5wbq,5wbz"
P49862,Kallikrein-7,Homo sapiens,HYDROLASE,3,"5fah,5y9l,5yjk"
G0SEG4,Putative mRNA splicing factor,Thermochaetoides thermophila DSM 1495,HYDROLASE,3,"6fa5,6faa,6fac"
Q80J95,RNA polymerase,Murine norovirus 1,TRANSFERASE,3,"3sfg,4nru,4o4r"
P49761,DUAL SPECIFICITY PROTEIN KINASE CLK3,Homo sapiens,TRANSFERASE,3,"2wu6,2wu7,6fyp"
Q9KU37,Beta-hexosaminidase,Vibrio cholerae,HYDROLASE,3,"2oxn,3gs6,3gsm"
P0A6K3,POLYPEPTIDE DEFORMYLASE,Escherichia coli,HYDROLASE,3,"1g27,1g2a,2ai8"
P14061,TYPE 1 17 BETA-HYDROXYSTEROID DEHYDROGENASE,Homo sapiens,OXIDOREDUCTASE,3,"1i5r,3hb4,6mnc"
P14207,Folate receptor beta,Homo sapiens,MEMBRANE PROTEIN,3,"4kmz,4kn0,4kn1"
Q7ZCR0,Protease,Human immunodeficiency virus 1,HYDROLASE/HYDROLASE INHIBITOR,3,"6dh6,6dh7,6dh8"
Q9HZE7,PelD,Pseudomonas aeruginosa PAO1,SIGNALING PROTEIN,3,"4etz,4eu0,4euv"
P43912,tRNA (guanine-N(1)-)-methyltransferase,Haemophilus influenzae Rd KW20,transferase/transferase inhibitor,3,"4mcb,4mcc,4mcd"
Q9NXS2,Glutaminyl-peptide cyclotransferase-like protein,Homo sapiens,Transferase/Transferase inhibitor,3,"3pb7,3pb8,3pb9"
P43813,DNA ligase,Haemophilus influenzae,Ligase/Ligase Inhibitor,3,"3pn1,4uco,4ufz"
P15207,ANDROGEN RECEPTOR,Rattus norvegicus,HORMONE/GROWTH FACTOR,3,"1i37,2ihq,3g0w"
C8BD48,Protease E35D-DRV,Human immunodeficiency virus 1,HYDROLASE/HYDROLASE INHIBITOR,3,"5kqx,5kqy,5kr0"
P43378,Tyrosine-protein phosphatase non-receptor type 9,Homo sapiens,HYDROLASE/HYDROLASE INHIBITOR,3,"4ge2,4ge5,4ge6"
A0A024UZE1,Apical membrane antigen 1,Plasmodium falciparum Vietnam Oak-Knoll (FVO),CELL INVASION,3,"4z0d,4z0e,4z0f"
Q8IJH3,Orotidine 5' monophosphate decarboxylase,Plasmodium falciparum 3D7,LYASE,3,"2q8z,2qaf,3s9y"
P16442,Histo-blood group ABO system transferase,Homo sapiens,TRANSFERASE,3,"3ioi,3v0l,3v0p"
Q6TUJ5,Arginase,Leishmania mexicana,HYDROLASE/HYDROLASE INHIBITOR,3,"4iu0,5hj9,5hja"
Q9NY33,Dipeptidyl peptidase 3,Homo sapiens,HYDROLASE/HYDROLASE INHIBITOR,3,"3t6b,5e2q,5e3a"
C3W6G3,Neuraminidase,unidentified influenza virus,VIRAL PROTEIN,3,"5nz4,5nze,6g02"
P26662,HCV serine protease NS3,Hepatitis C virus (isolate Japanese),HYDROLASE/HYDROLASE inhibitor,3,"3p8n,3p8o,4ktc"
O76290,Pteridine reductase,Trypanosoma brucei brucei,OXIDOREDUCTASE,3,"3bmo,3bmq,5jdi"
A0A083ZM57,Periplasmic alpha-galactoside-binding protein,Agrobacterium tumefaciens,TRANSPORT PROTEIN,3,"6epy,6epz,6eq8"
Q12852,Mitogen-activated protein kinase kinase kinase 12,Homo sapiens,TRANSFERASE/TRANSFERASE Inhibitor,3,"5cep,5ceq,5vo1"
Q13976,PRKG1 protein,Homo sapiens,TRANSFERASE,3,"3ocp,4z07,6c0t"
Q92918,Mitogen-activated protein kinase kinase kinase kinase 1,Homo sapiens,TRANSFERASE/TRANSFERASE INHIBITOR,3,"6cqf,6nfy,6ng0"
Q99LC4,Fab Heavy Chain (IgG1),Mus musculus,"IMMUNE SYSTEM, SUGAR BINDING PROTEIN",3,"6c5h,6c5j,6c5k"
Q95WL3,Farnesyl pyrophosphate synthase,Trypanosoma cruzi,TRANSFERASE/TRANSFERASE INHIBITOR,3,"4dwb,4dwg,4dxj"
Q92905,COP9 signalosome complex subunit 5,Homo sapiens,HYDROXYLASE,3,"5jog,5joh,5m5q"
A0A0B4WYC6,NS3 protease,Hepacivirus hominis,HYDROLASE/HYDROLASE Inhibitor,3,"6cvw,6cvx,6cvy"
Q96SB4,SRPK1,Homo sapiens,SPLICING,3,"5mxx,5my8,5xv7"
P00636,"FRUCTOSE-1,6-BISPHOSPHATASE",Sus scrofa,HYDROLASE (PHOSPHORIC MONOESTER),3,"1fpi,1kz8,1lev"
Q2QEH4,Vacuolar saporin,Saponaria officinalis,Hydrolase/Hydrolase inhibitor,3,"3hit,3hiv,3hiw"
Q16620,BDNF/NT-3 GROWTH FACTORS RECEPTOR,Homo sapiens,TRANSFERASE,3,"4at3,4at4,4at5"
Q13133,Oxysterols receptor LXR-alpha,Homo sapiens,TRANSCRIPTION,3,"3ipq,3ips,3ipu"
P01801,heavy chain of the monoclonal antibody Fab SYA/J6,Mus musculus,IMMUNE SYSTEM,3,"1m7d,1m7i,1pz5"
